AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,LANTITUDE,LONGTUDE,DESC,SOURCE,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),The Wash House at Port Marly,1872,Oil on canvas  46 x 56 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/4/variou4.jpg,painting,landscape,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),The Footbridge at Argenteuil,1872,Oil on canvas  39 x 60 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/argente2.jpg,painting,landscape,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),The Saint-Martin Canal,1872,Oil on canvas  38 x 47 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/paris2.jpg,painting,landscape,French,1851-1900,Impressionism
Henri Fantin-Latour,(b. 1836  Grenoble  d. 1904  Orne),Table Corner,1872,Oil on canvas  160 x 225 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/f/fantin/group3.jpg,painting,portrait,French,1851-1900,Realism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Chestnut Trees at Louveciennes,1872,Oil on canvas  41 x 54 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/1/louvec3.jpg,painting,landscape,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),The Island of Saint-Denis,1872,Oil on canvas  51 x 65 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/paris5.jpg,painting,landscape,French,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),House of the Hanged Man  Auvers-sur_Oise,1873,Oil on canvas  56 x 66 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cezanne/2/1lands04.jpg,painting,landscape,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),The Pedicurist,1873,Oil on paper  mounted on canvas  61 x 46 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/2/1870s_13.jpg,painting,genre,French,1851-1900,Impressionism
Paul Gauguin,(b. 1848  Paris  d. 1903  Atuona  Hiva Oa  French Polynesia),The Seine at the Pont d'Iéna  Snowy Weather,1873,Oil on canvas  65 x 93 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/gauguin/01/early01.jpg,painting,landscape,French,1851-1900,Impressionism
Armand Guillaumin,(b. 1841  Paris  d. 1927  Orly),Sunset at Ivry,1873,Oil on canvas  65 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/guillau/03guilla.jpg,painting,landscape,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),On the Beach,1873,Oil on canvas  60 x 74 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/3/3manet10.jpg,painting,genre,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Seine at Argenteuil,1873,Oil on canvas  51 x 61 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent01.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Luncheon (Monet's Garden at Argenteuil),1873,Oil on canvas  160 x 201 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent09.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),A Field of Poppies,1873,Oil on canvas  50 x 65 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/other7.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),The Hermitage at Pontoise,1873,Oil on canvas  61 x 73 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/1/ponto03.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),White Frost,1873,Oil on canvas  65 x 95 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/4/variou5.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Self-Portrait,1873,Oil on canvas  56 x 47 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/5/00selfpo.jpg,painting,portrait,French,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),The House of Doctor Gachet in Auvers,1873,Oil on canvas  41 x 27 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cezanne/2/1lands01.jpg,painting,landscape,French,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),A Modern Olympia,1873,Oil on canvas  46 x 56 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cezanne/2/2nudes1.jpg,painting,mythological,French,1851-1900,Impressionism
Adolphe-Félix Cals,(b. 1810  Paris  d. 1880  Honfleur),Fisherman,1874,Oil on canvas  25 x 31 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cals/fisherma.jpg,painting,landscape,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Rehearsal of a Ballet on Stage,1874,Oil on canvas  65 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/2/1870s_17.jpg,painting,other,French,1851-1900,Impressionism
Eva Gonzalès,(b. 1849  Paris  d. 1883  Paris),A Loge at the Théâtre des Italiens,1874,Oil on canvas  98 x 130 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/gonzales/loge.jpg,painting,genre,French,1851-1900,Impressionism
Eva Gonzalès,(b. 1849  Paris  d. 1883  Paris),A Loge at the Théâtre des Italiens (detail),1874,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/gonzales/loge1.jpg,painting,genre,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Madame Manet on a Blue Sofa,1874,Pastel on brown paper on canvas  49 x 60 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/3/3manet15.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Madame Manet on a Blue Sofa (detail),1874,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/3/3manet16.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Woman with Fans,1874,Oil on canvas  114 x 167 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/3/3manet17.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Woman with Fans (detail),1874,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/3/3manet18.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Woman with Fans (detail),1874,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/3/3manet19.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Bridge at Argenteuil,1874,Oil on canvas  60 x 80 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent11.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Railway Bridge at Argenteuil,1874,Oil on canvas  55 x 72 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent17.jpg,painting,landscape,French,1851-1900,Impressionism
Berthe Morisot,(b. 1841  Bourges  d. 1895  Paris),Chasing Butterflies,1874,Oil on canvas  46 x 56 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/morisot/08moriso.jpg,painting,genre,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Portrait of Charles le Coeur,1874,Oil on canvas  42 x 29 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi03.jpg,painting,portrait,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),Mist,1874,Oil on canvas  51 x 65 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/mist.jpg,painting,landscape,French,1851-1900,Impressionism
Jean-Baptiste Camille Corot,(b. 1796  Paris  d. 1875  Paris),Mill at Saint-Nicolas-les-Arras,1874,Oil on canvas  65 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/corot/corot26.jpg,painting,landscape,French,1801-1850,Realism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Regatta at Argenteuil,1874,Oil on canvas  60 x 100 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent15.jpg,painting,landscape,French,1851-1900,Impressionism
Gustave Caillebotte,(b. 1848  Paris  d. 1894  Gennevilliers),Floor Scrapers,1875,Oil on canvas  102 x 147 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/caillebo/01floor.jpg,painting,genre,French,1851-1900,Impressionism
Adolphe-Félix Cals,(b. 1810  Paris  d. 1880  Honfleur),Luncheon at Honfleur,1875,Oil on canvas  45 x 54 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cals/honfleur.jpg,painting,genre,French,1851-1900,Impressionism
Adolphe-Félix Cals,(b. 1810  Paris  d. 1880  Honfleur),Woman and Child in the Orchard,1875,Oil on canvas  32 x 38 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cals/orchard.jpg,painting,genre,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Madame Jeantaud in the Mirror,1875,Oil on canvas  70 x 84 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/2/1870s_19.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Coal Workers,1875,Oil on canvas  53 x 64 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/04/1argen5.jpg,painting,genre,French,1851-1900,Impressionism
Giuseppe de Nittis,(b. 1846  Barletta  d. 1884  Saint-Germain-en-Laye),The Place des Pyramides in Paris,1875,Oil on canvas  92 x 74 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/n/nittis/pyramide.jpg,painting,landscape,Italian,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Claude Monet Painting,1875,Oil on canvas  85 x 61 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi07.jpg,painting,portrait,French,1851-1900,Impressionism
Jean-Paul Laurens,(b. 1838  Fourquevaux  d. 1921  Paris),The Excommunication of Robert the Pious,1875,Oil on canvas  130 x 218 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/l/laurens/excommun.jpg,painting,historical,French,1851-1900,Realism
Armand Guillaumin,(b. 1841  Paris  d. 1927  Orly),Quai de la Gare  Snow (Quai de Bercy),1875,Oil on canvas  51 x 61 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/guillau/04guilla.jpg,painting,landscape,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Path through the High Grass,1875,Oil on canvas  60 x 74 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi10.jpg,painting,landscape,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Absinthe Drinkers,1876,Oil on canvas  92 x 68 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/3/1870s_64.jpg,painting,genre,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Portrait of Stéphane Mallarmé,1876,Oil on canvas  28 x 36 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/4/4manet01.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Turkeys,1876,Oil on canvas  175 x 173 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/04/2montge3.jpg,painting,other,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Harvest at Montfoucault,1876,Oil on canvas  65 x 93 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/5/01figure.jpg,painting,landscape,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Dance in the Moulin de la Galette,1876,Oil on canvas  131 x 175 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi13.jpg,painting,genre,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Dance in the Moulin de la Galette (detail),1876,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi14.jpg,painting,genre,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Dance in the Moulin de la Galette (detail),1876,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi15.jpg,painting,genre,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),The Swing,1876,Oil on canvas  92 x 73 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi17.jpg,painting,genre,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Portrait of Madame Alphonse Daudet,1876,Oil on canvas  46 x 38 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi20.jpg,painting,portrait,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Portrait of Madame Georges Charpentier,1876,Oil on canvas  47 x 38 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi21.jpg,painting,portrait,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Woman Reading,1876,Oil on canvas  47 x 38 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi22.jpg,painting,portrait,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Banks of the Seine at Champrosay,1876,Oil on canvas  55 x 66 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/2/2renoi23.jpg,painting,landscape,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),Flood at Port-Marly,1876,Oil on canvas  60 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/marly2.jpg,painting,landscape,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),Flood at Port-Marly,1876,Oil on canvas  61 x 50 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/marly3.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Gare Saint-Lazare,1877,Oil on canvas  76 x 104 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/04/lazare2.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),The Mailcoach. The Road from Ennery to the Hermitage,1877,Oil on canvas  47 x 55 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/1/ponto06.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Spring at Pontoise  Vegetable Garden and Trees in Blossom,1877,Oil on canvas  66 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/1/ponto09.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),The Red Roofs  View of a Village in Winter,1877,Oil on canvas  54 x 65 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/3/winter15.jpg,painting,landscape,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),The Seine at Suresnes,1877,Oil on canvas  61 x 74 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/seine1.jpg,painting,landscape,French,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),Still-Life with Soup Tureen,1877,Oil on canvas  65 x 82 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cezanne/2/3still2.jpg,painting,still-life,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Women at the Terrace of a Café,1877,Pastel  55 x 72 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/3/1870s_69.jpg,painting,other,French,1851-1900,Impressionism
